registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
039026,"211 MCLEAN AVE. PHARMACY, INC.",MCLEAN AVE PHARMACY,211 MCLEAN AVE YONKERS NY 10705,WESTCHESTER,Active,Establishment Status,"September 23, 2021","September 23, 2021","August 31, 2024",
019807,2121 MAIN PRESCRIPTION CENTER INC.,,2121 MAIN ST. SUITE 116 BUFFALO NY 14214,ERIE,Discontinued,Establishment Status,"April 27, 1988",,"November 20, 1992","November 20, 1992"
014742,2121 MAIN PRESCRIPTION CENTER INC.,SETON MEDICAL CENTER,2121 MAIN ST. SUITE 110 BUFFALO NY 14214,ERIE,Transfer,Establishment Status,"September 27, 1974",,"June 20, 1991","June 20, 1991"
020741,2121 MAIN PRESCRIPTION CENTER INC.,MPC HEALTH CARE SERVICES,2470 WALDEN AVE. BUFFALO NY 14225,ERIE,Transfer,Establishment Status,"September 28, 1990",,"March 28, 1994","March 28, 1994"
021498,"2121 MAIN PRESCRIPTION CENTER, INC.",HAMBURG MAIN PRESCRIPTION CENTER,206 LAKE ST. HAMBURG NY 14075,ERIE,Discontinued,Establishment Status,"December 21, 1992",,"January 08, 1993","January 08, 1993"
020979,"2121 MAIN STREET PHARMACY, INC.",,25 GARDENVILLE PARKWAY WEST SENECA NY 14224,ERIE,Discontinued,Establishment Status,"June 20, 1991","July 01, 2016","May 11, 2018","May 11, 2018"
019656,215-22 73RD. AVE. INC.,STEWART DRUGS,215-22 73RD. AVE. BAYSIDE NY 11364,QUEENS,Discontinued,Establishment Status,"November 15, 1989",,"June 26, 1995","June 26, 1995"
021922,2191 PHARMACY INC.,,2191 THIRD AVE. NEW YORK NY 10035,NEW YORK,Discontinued,Establishment Status,"December 09, 1993",,"November 14, 1994","November 14, 1994"
029720,"21ST CENTURY GLOBAL CORP, INC.",,96 S MADISON ST CARTHAGE IL 62321,,Discontinued,Establishment Status,"August 05, 2009","August 05, 2009","July 31, 2012","July 31, 2012"
031121,21ST CENTURY HEALTH SPECIALIST INC,,1331 MAKALOA ST #134 HONOLULU HI 96814,,Discontinued,Establishment Status,"January 10, 2012","January 10, 2012","December 29, 2017","December 29, 2017"
033152,21ST CENTURY HEALTH SPECIALIST INC,,7402 W DETROIT ST #140 CHANDLER AZ 85226,,Discontinued,Establishment Status,"November 13, 2014","November 13, 2014","October 31, 2017","October 31, 2017"
032283,21ST CENTURY PHARMACY INC.,,96-05 57TH AVE. CORONA NY 11368,QUEENS,Active,Establishment Status,"October 02, 2013","October 01, 2022","September 30, 2025",
014503,2201 BROADWAY INC.,APTHORP PHARMACY,2201 BROADWAY NEW YORK NY 10024,NEW YORK,Transfer,Establishment Status,"February 01, 1974",,"February 02, 1993","February 02, 1993"
038924,2205 HEALTH INC,MEDLAND PHARMACY,1871 86TH STREET BROOKLYN NY 11214,KINGS,Active,Establishment Status,"July 08, 2021","July 08, 2021","June 30, 2024",
035559,222 CHELSEA PHARMACY INC,BIO CARE PHARMACY,222 8TH AVE. NEW YORK NY 10011-1610,NEW YORK,Transfer,Establishment Status,"June 23, 2017","June 01, 2020","December 20, 2021","December 20, 2021"
034857,222 JAMAICA DRUG LLC,BOCA PHARMACY,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428-2015,QUEENS,Not Registered,Establishment Status,"August 22, 2016","August 22, 2016","July 31, 2019",
017459,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428,QUEENS,Transfer,Establishment Status,"May 19, 1982",,"August 02, 1993","August 02, 1993"
022153,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG STORE,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428,QUEENS,Transfer,Establishment Status,"July 20, 1994","August 01, 2016","August 22, 2016","August 22, 2016"
019324,224 HIGHLAND PARKWAY INC.,BUFFALO PHARMACIES,224 HIGHLAND PKWY. BUFFALO NY 14223,ERIE,Transfer,Establishment Status,"December 03, 1986",,"March 05, 1993","March 05, 1993"
024517,2258 PHARMACY INC.,,2258 THIRD AVE. NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"October 27, 1999",,"March 13, 2002","March 13, 2002"
017646,"227 NINTH AVENUE PHARMACY, INC.",LONDON TERRACE PHARMACY,227 NINTH AVE. NEW YORK NY 10011,NEW YORK,Transfer,Establishment Status,"January 04, 1983",,"September 29, 2000","September 29, 2000"
022890,229 PHARMACY INC.,,2898 JEROME AVE. BRONX NY 10468,BRONX,Not Active,Establishment Status,Not On File,,"May 29, 1996","May 29, 1996"
017512,235 BEACH 20TH ST. PHARMACY INC.,WAVE CREST DRUGS,235 BEACH 20TH ST. FAR ROCKAWAY NY 11691,QUEENS,Discontinued,Establishment Status,"July 23, 1982",,"November 08, 1993","November 08, 1993"
028194,2355 2ND AVE CORP.,QUICK RX,2355 2ND AVENUE NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"February 01, 2007","February 01, 2019","November 10, 2020","November 10, 2020"
038283,2355 2ND AVE NYS LLC,QUICK RX,2355 2ND AVE NEW YORK NY 10035,NEW YORK,Active,Establishment Status,"November 10, 2020","November 10, 2020","October 31, 2023",
020129,236 WILLIS AVE. PHARMACY CORP.,WILLIS PHARMACY,236 WILLIS AVENUE BRONX NY 10454,BRONX,Discontinued,Establishment Status,"March 03, 1989",,"August 29, 1991","August 29, 1991"
015765,237 UTICA AVE. PHARMACY INC.,RONSON DRUG,237 UTICA AVE. BROOKLYN NY 11213,KINGS,Discontinued,Establishment Status,"February 10, 1977",,"October 15, 1997","October 15, 1997"
018511,"2548 LINDEN BLVD. PHARMACY, INC.",,2548 LINDEN BLVD. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"March 18, 1985",,"December 31, 1991","December 31, 1991"
015922,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,255 COLUMBUS AVE. NEW YORK NY 10023,NEW YORK,Active,Establishment Status,"August 30, 1977","September 01, 2022","August 31, 2025",
020033,26 SANDY PHARMACY INC.,,26 WEST BURNSIDE AVE. BRONX NY 10453,BRONX,Transfer,Establishment Status,"December 12, 1988",,"July 01, 1995","July 01, 1995"
029811,27 AUDUBON PHARMACY CORP.,QUICK RX,27 AUDUBON AVE NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"December 02, 2009","December 01, 2015","February 28, 2018","February 28, 2018"
019014,27 BROADWAY DRUGS INC.,SUBA PHARMACEUTICAL,2721 BROADWAY NEW YORK NY 10025,NEW YORK,Discontinued,Establishment Status,"March 20, 1986","April 01, 2022","April 29, 2022","April 29, 2022"
015533,"2702 THIRD AVENUE PHARMACY, INC.",,2702 THIRD AVE. BRONX NY 10454,BRONX,Transfer,Establishment Status,"August 01, 1976","January 01, 2005","June 21, 2005","June 21, 2005"
017632,272 DRUG CORP.,VAL-U DRUGS,4623 CHURCH AVE. BROOKLYN NY 11203,KINGS,Active,Establishment Status,"December 21, 1982","January 01, 2023","December 31, 2025",
020267,2734 CAREL CHEMISTS INC.,HYLAN PRESCRIPTION CENTER,2734 HYLAN BLVD. STATEN ISLAND NY 10306,RICHMOND,Discontinued,Establishment Status,"September 19, 1989",,"April 27, 1998","April 27, 1998"
035024,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,274 BRIGHTON BEACH AVE BROKKLYN NY 11235-7411,KINGS,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",
033945,278 PHARMACY INC.,,27 EAST BROADWAY NEW YORK NY 10002,KINGS,Discontinued,Establishment Status,"September 23, 2015","September 01, 2021","November 11, 2022","November 11, 2022"
038708,28 PHARMACY INC.,,136-63 41 AVE. 1ST FLR. FLUSHING NY 11355,QUEENS,Active,Establishment Status,"April 22, 2021","April 22, 2021","March 31, 2024",
028392,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,2818 FULTON STREET BROOKLYN NY 11207,KINGS,Active,Establishment Status,"August 28, 2007","August 01, 2022","July 31, 2025",
037966,2818 JFK PHARMACY LLC,JFK PHARMACY,2818 JOHN F. KENNEDY BLVD JERSEY CITY NJ 07306,,Transfer,Establishment Status,"June 23, 2020","June 23, 2020","October 31, 2022","October 31, 2022"
022894,2950 DRUG CORP.,SMITH PHARMACY,2950 HEMPSTEAD TPKE. LEVITTOWN NY 11756-1398,NASSAU,Discontinued,Establishment Status,"May 21, 1996",,"July 15, 1999","July 15, 1999"
033317,2M PHARMACY INC,WEBSTER'S COMMUNITY PHARMACY,2450 NORTH LAKE AVE ALTADENA CA 91001,,Discontinued,Establishment Status,"December 31, 2014","December 31, 2014","November 30, 2017","November 30, 2017"
036518,2ND AVE RX LLC,DRUG STOP PHARMACY,2062 2ND AVE. NEW YORK NY 10029-4704,NEW YORK,Transfer,Establishment Status,"April 10, 2018","April 01, 2021","October 08, 2021","October 08, 2021"
020059,2ND AVE. DRUGS INC.,,2240 2ND AVENUE NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"December 13, 1988",,"July 25, 1991","July 25, 1991"
019135,2ND AVENUE FARMACIA INC.,,54-14 2ND AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"June 05, 1986",,"November 28, 1988","November 28, 1988"
021557,2R DRUG CORP.,SUNRISE PHARMACY,111-21 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Active,Establishment Status,"March 17, 1993","April 01, 2022","March 31, 2025",
035106,3 GEM PHARMACY INC.,,1398 GRAND CONCOURSE BRONX NY 10456-1220,BRONX,Transfer,Establishment Status,"December 14, 2016","December 14, 2016","March 12, 2019","March 12, 2019"
016075,3 RIVERS PHARMACY INC.,TRI-R NEIGHBORHOOD PHARMACY,3 RIVERS SHOPPING MALL RTE 57 PHOENIX NY 13135,OSWEGO,Discontinued,Establishment Status,"March 03, 1978",,"November 05, 1997","November 05, 1997"
028317,3 W 137 PHARMACY & MEDICAL SUPPLY  INC.,FAMILY PHARMACY,3 WEST 137 STREET STORE 2 NEW YORK NY 10037,NEW YORK,Transfer,Establishment Status,"April 25, 2007","April 01, 2013","July 26, 2013","July 26, 2013"
017397,"3-9 DRUGS, INC.",FARMACIA CENTRAL,102 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Discontinued,Establishment Status,"March 05, 1982","April 01, 2007","September 01, 2009","September 01, 2009"
017677,3-R PHARMACY INC,RUDMAN'S PHARMACY,189-19 JAMAICA AVE. HOLLIS NY 11423,QUEENS,Discontinued,Establishment Status,"February 17, 1983",,"January 30, 1988","January 30, 1988"
016062,"30 ROCKNE RD., INC.",IVYLEA DRUGS,2446 ELMWOOD AVE KENMORE NY 14217,ERIE,Transfer,Establishment Status,"February 15, 1978","March 01, 2007","July 29, 2008","July 29, 2008"
019118,3049 DRUG CORP.,SUPRA DRUG,3049-51 OCEAN PKWY. BROOKLYN NY 11235,KINGS,Discontinued,Establishment Status,"May 16, 1986",,"June 10, 2000","June 10, 2000"
018269,306 SUMNER PHARMACY INC.,,306 SUMNER AVE. BROOKLYN NY 11221,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"December 08, 1993","December 08, 1993"
034410,30TH AVENUE PHARMACY INC.,,35-06 30TH AVENUE ASTORIA NY 11103-4623,QUEENS,Active,Establishment Status,"March 31, 2016","March 01, 2022","February 28, 2025",
026599,311 PHARMACY CORP.,HEIDI PHARMACY,522 WEST 181ST STREET NEW YORK NY 10033,NEW YORK,Transfer,Establishment Status,"April 02, 2004","May 01, 2010","January 25, 2013","January 25, 2013"
031804,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,3110 THIRD AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"June 19, 2013","June 01, 2016","October 31, 2018","October 31, 2018"
014621,3112 MERMAID DRUG & SURGICAL SUPPLY CORP.,,3112 MERMAID AVE. BROOKLYN NY 11224,KINGS,Discontinued,Establishment Status,"June 20, 1974",,"April 06, 1993","April 06, 1993"
027550,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1063,1860 WALT WHITMAN RD. SUITE 700 MELVILLE NY 11747,SUFFOLK,Active,Establishment Status,"January 31, 2006","January 01, 2021","December 31, 2023",
035103,31ST & 3RD PHARMACY INC.,PARAMOUNT SPECIALTY PHARMACY,1860 WALT WHITMAN RD. MELVILLE NY 11747,SUFFOLK,Discontinued,Establishment Status,"April 04, 2017","April 01, 2020","March 15, 2021","March 15, 2021"
039343,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1069,307 WEST 38TH ST STE 05-013 NEW YORK NY 10018,NEW YORK,Active,Establishment Status,"April 27, 2022","April 27, 2022","March 31, 2025",
031166,32 PROCTOR PHARMACY INC.,PROCTOR PHARMACY,32 GRAMATAN AVENUE MT. VERNON NY 10550,WESTCHESTER,Discontinued,Establishment Status,"April 25, 2012","April 01, 2018","May 09, 2019","May 09, 2019"
031325,32-24 DRUG CORP.,ATHENA'S PHARMACY,32-84 STEINWAY ST. ASTORIA NY 11103-4006,QUEENS,Active,Establishment Status,"June 06, 2012","June 01, 2021","May 31, 2024",
018297,"331 PENN SUTTER PHARMACY, INC.",,642 SUTTER AVE. BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"September 26, 1984",,"October 05, 1995","October 05, 1995"
026172,1054 WEST BEECH INC.,KINGS PHARMACY,1054 WEST BEECH STREET LONG BEACH NY 11561,NASSAU,Transfer,Establishment Status,"August 26, 2003","September 01, 2007","August 26, 2010","August 26, 2010"
033179,1070 SOUTHERN DRUG LLC,BOCA PHARMACY,1070 SOUTHERN BLVD BRONX NY 10459-2499,BRONX,Active,Establishment Status,"December 01, 2014","December 01, 2020","November 30, 2023",
017315,"1100 KENMORE AVE., INC.",BUFFALO PHARMACIES,1100 KENMORE AVENUE BUFFALO NY 14216,ERIE,Transfer,Establishment Status,"November 19, 1981",,"March 05, 1993","March 05, 1993"
033751,1150 WEBSTER PHARMACY INC.,167TH STREET PHARMACY,1150 WEBSTER AVE. BRONX NY 10456-5205,BRONX,Active,Establishment Status,"August 28, 2015","August 01, 2021","July 31, 2024",
022223,1157 BLAKE AVENUE PHARMACY CORP.,EBONY PHARMACY,1157 BLAKE AVE. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"October 19, 1994",,"October 07, 1998","October 07, 1998"
027272,121-16 LIBERTY AVENUE DRUGS INC.,CPW PHARMACY,121-16 LIBERTY AVE. RICHMOND HILL NY 11419-2112,QUEENS,Transfer,Establishment Status,"June 22, 2005","June 01, 2011","December 10, 2012","December 10, 2012"
027415,1225 FULTON AVENUE PHARMACY INC.,BEST CARE PHARMACY,1967 WESTCHESTER AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"December 09, 2005","December 01, 2017","July 13, 2018","July 13, 2018"
027217,"1368 LINDEN BOULEVARD PHARMACY, INC.",LINDEN PHARMACY,1368 LINDEN BOULEVARD BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"July 11, 2005","July 01, 2008","February 13, 2009","February 13, 2009"
018470,1428 FLATBUSH AVE. PHARMACY INC.,,1428 FLATBUSH AVE. BROOKLYN NY 11210,KINGS,Discontinued,Establishment Status,"February 11, 1985",,"January 02, 1987","January 02, 1987"
018542,"1491 DEKALB AVE. PHARMACY, INC.",,1472 DEKALB AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"April 08, 1985","May 01, 2013","July 30, 2013","July 30, 2013"
034109,1525 ALBANY AVE MEAT LLC.,KEYFOOD,1525 ALBANY AVE. BROOKLYN NY 11210,KINGS,Not Active,Establishment Status,Not On File,,"December 30, 2015","December 30, 2015"
026148,"158TH ST. NEIGHBORHOOD PHARMACY, LLC",,3103 3RD AVENUE BRONX NY 10457,FULTON,Discontinued,Establishment Status,"September 22, 2003","January 01, 2005","October 26, 2007","October 26, 2007"
019442,163 BROADWAY INC.,BROADWAY PRESCRIPTION CENTER,163 BROADWAY BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"May 19, 1987",,"February 07, 1990","February 07, 1990"
017963,168TH ST. DRUGS INC.,QUEENSBRIDGE PHARMACY,10-37 41ST AVE. LONG ISLAND CITY NY 11101,QUEENS,Discontinued,Establishment Status,"November 30, 1983",,"June 21, 1994","June 21, 1994"
019323,1698 86TH STREET PHARMACY CORP.,BENSONHURST PHARMACY,1698 86TH ST. BROOKLYN NY 11214,KINGS,Discontinued,Establishment Status,"December 01, 1986",,"April 08, 1996","April 08, 1996"
021107,1717 SHERIDAN DRIVE BAZAAR SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DR. TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 16, 1991",,"May 17, 1993","May 17, 1993"
020635,1717 SHERIDAN DRIVE SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DRIVE TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 01, 1990",,"October 16, 1991","October 16, 1991"
016936,1951 FLATBUSH AVENUE PHARMACY CORP.,BERKELEY PHARMACY,1951 FLATBUSH AVE. BROOKLYN NY 11234,KINGS,Transfer,Establishment Status,"November 01, 1980","December 01, 2007","January 09, 2009","January 09, 2009"
032975,1ST BRONXCARE PHARMACY INC.,,438 E. 149TH STREET BRONX NY 10455,BRONX,Transfer,Establishment Status,"December 08, 2014","December 08, 2014","April 13, 2017","April 13, 2017"
031932,"200 BASSETT ROAD OPERATING COMPANY, LLC.",,200 BASSETT ROAD WILLIAMSVILLE NY 14221-2639,ERIE,Not Registered,Establishment Status,"August 06, 2013","August 01, 2019","July 31, 2022",
027339,2001 BATH AVE PHARMACY INC.,FAMILY PHARMACY,2001 BATH AVE BROOKLYN NY 11214,KINGS,Transfer,Establishment Status,"July 06, 2005","July 06, 2005","October 04, 2007","October 04, 2007"
026566,2101 CHURCH & FLATBUSH PHARMACY LLC,THRIFTWAY PHARMACY SUPER CENTER,C/O PHARMACY 2101 CHURCH AVE. BROOKLYN NY 11226,KINGS,Discontinued,Establishment Status,"July 28, 2004","July 28, 2004","July 25, 2005","July 25, 2005"
021498,"2121 MAIN PRESCRIPTION CENTER, INC.",HAMBURG MAIN PRESCRIPTION CENTER,206 LAKE ST. HAMBURG NY 14075,ERIE,Discontinued,Establishment Status,"December 21, 1992",,"January 08, 1993","January 08, 1993"
029720,"21ST CENTURY GLOBAL CORP, INC.",,96 S MADISON ST CARTHAGE IL 62321,,Discontinued,Establishment Status,"August 05, 2009","August 05, 2009","July 31, 2012","July 31, 2012"
014503,2201 BROADWAY INC.,APTHORP PHARMACY,2201 BROADWAY NEW YORK NY 10024,NEW YORK,Transfer,Establishment Status,"February 01, 1974",,"February 02, 1993","February 02, 1993"
035559,222 CHELSEA PHARMACY INC,BIO CARE PHARMACY,222 8TH AVE. NEW YORK NY 10011-1610,NEW YORK,Transfer,Establishment Status,"June 23, 2017","June 01, 2020","December 20, 2021","December 20, 2021"
034857,222 JAMAICA DRUG LLC,BOCA PHARMACY,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428-2015,QUEENS,Not Registered,Establishment Status,"August 22, 2016","August 22, 2016","July 31, 2019",
019324,224 HIGHLAND PARKWAY INC.,BUFFALO PHARMACIES,224 HIGHLAND PKWY. BUFFALO NY 14223,ERIE,Transfer,Establishment Status,"December 03, 1986",,"March 05, 1993","March 05, 1993"
017512,235 BEACH 20TH ST. PHARMACY INC.,WAVE CREST DRUGS,235 BEACH 20TH ST. FAR ROCKAWAY NY 11691,QUEENS,Discontinued,Establishment Status,"July 23, 1982",,"November 08, 1993","November 08, 1993"
018511,"2548 LINDEN BLVD. PHARMACY, INC.",,2548 LINDEN BLVD. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"March 18, 1985",,"December 31, 1991","December 31, 1991"
015922,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,255 COLUMBUS AVE. NEW YORK NY 10023,NEW YORK,Active,Establishment Status,"August 30, 1977","September 01, 2022","August 31, 2025",
029811,27 AUDUBON PHARMACY CORP.,QUICK RX,27 AUDUBON AVE NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"December 02, 2009","December 01, 2015","February 28, 2018","February 28, 2018"
019014,27 BROADWAY DRUGS INC.,SUBA PHARMACEUTICAL,2721 BROADWAY NEW YORK NY 10025,NEW YORK,Discontinued,Establishment Status,"March 20, 1986","April 01, 2022","April 29, 2022","April 29, 2022"
035024,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,274 BRIGHTON BEACH AVE BROKKLYN NY 11235-7411,KINGS,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",
033317,2M PHARMACY INC,WEBSTER'S COMMUNITY PHARMACY,2450 NORTH LAKE AVE ALTADENA CA 91001,,Discontinued,Establishment Status,"December 31, 2014","December 31, 2014","November 30, 2017","November 30, 2017"
016075,3 RIVERS PHARMACY INC.,TRI-R NEIGHBORHOOD PHARMACY,3 RIVERS SHOPPING MALL RTE 57 PHOENIX NY 13135,OSWEGO,Discontinued,Establishment Status,"March 03, 1978",,"November 05, 1997","November 05, 1997"
019306,333 SWAN STREET INC.,BUFFALO PHARMACIES,333 SWAN STREET BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"November 24, 1986",,"March 05, 1993","March 05, 1993"
027032,3340 BROADWAY PHARMACY #2 INC.,,3621 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"February 25, 2005","February 01, 2017","November 27, 2017","November 27, 2017"
022629,"3340 BROADWAY PHARMACY, INC.",,3340 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"August 23, 1995","September 01, 2013","December 03, 2014","December 03, 2014"
025335,336 BROADWAY PHARMACY CORP.,,336 BROADWAY NEW YORK NY 10013,NEW YORK,Discontinued,Establishment Status,"May 07, 2002",,"May 09, 2003","May 09, 2003"
021013,3817 BROADWAY PHARMACY INC.,VIM DRUGS,3835 BROADWAY NEW YORK NY 10032,NEW YORK,Transfer,Establishment Status,"December 26, 1991","January 01, 2014","November 05, 2015","November 05, 2015"
022940,"3817 BROADWAY PHARMACY, INC.",MORGAN PHARMACY,11 EDWARD MORGAN PL. NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"July 11, 1996",,"April 01, 1998","April 01, 1998"
018271,385 KNICKERBOCKER DRUG CORP.,,385 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"May 01, 1991","May 01, 1991"
027458,"3890 BROADWAY PHARMACY IV, INC",,3898 BROADWAY NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"September 30, 2005","September 01, 2008","April 15, 2009","April 15, 2009"
015040,395 BROADWAY CORP,BROADWAY VARIETY DRUGS,395 BROADWAY BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"April 01, 1975",,"June 28, 1988","June 28, 1988"
008536,"405 86TH ST. PHARMACY, INC.",GLOBE DRUG STORE,405 86TH ST. BROOKLYN NY 11209,KINGS,Active,Establishment Status,"February 11, 1960","March 01, 2022","February 28, 2025",
019574,405 STONE AVE. PHARMACY CORP.,BROOKLYN CENTRAL PHARMACY,397 MOTHERGASTON BLVD. BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"October 13, 1987",,"November 30, 2000","November 30, 2000"
